Material Number,Material Description,Plant,MRP Element Indicator,Item Text,Availability Date,Quantity,Request Date,Requester Email,Reservation No,Deletion Remark,Upload Date,DeleteDate,MSU,Type,Active in System,PDE Checking,Rolling Checking,availability_month,snapshot_extracted,snapshot_ts,snapshot_date,requester_role,te 
80813608,PNT SHM 750GX12 MILKY TREATMENT,A716,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,164.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467709,,2026-02-13 00:00:00,,0.5573704,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813608,PNT SHM 750GX12 MILKY TREATMENT,C810,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,352.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467710,,2026-02-13 00:00:00,,1.1963072,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813608,PNT SHM 750GX12 MILKY TREATMENT,C816,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,373.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467711,,2026-02-13 00:00:00,,1.2676778,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813619,PNT SHM 200GX24 SILKY SMOOTH,A668,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,42.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467712,,2026-02-13 00:00:00,,0.0761292,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813619,PNT SHM 200GX24 SILKY SMOOTH,A672,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,493.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467713,,2026-02-13 00:00:00,,0.8936118,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813619,PNT SHM 200GX24 SILKY SMOOTH,A673,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,338.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467714,,2026-02-13 00:00:00,,0.6126588,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813619,PNT SHM 200GX24 SILKY SMOOTH,A680,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,75.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467715,,2026-02-13 00:00:00,,0.135945,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813619,PNT SHM 200GX24 SILKY SMOOTH,A715,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,63.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467716,,2026-02-13 00:00:00,,0.1141938,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813619,PNT SHM 200GX24 SILKY SMOOTH,A716,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,50.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467717,,2026-02-13 00:00:00,,0.09063,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813619,PNT SHM 200GX24 SILKY SMOOTH,C810,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,87.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467718,,2026-02-13 00:00:00,,0.1576962,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813619,PNT SHM 200GX24 SILKY SMOOTH,C816,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,136.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467719,,2026-02-13 00:00:00,,0.2465136,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813637,PNT SHM 400GX12 SILKY SMOOTH,A668,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,63.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467720,,2026-02-13 00:00:00,,0.1141938,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813637,PNT SHM 400GX12 SILKY SMOOTH,A672,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,540.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467721,,2026-02-13 00:00:00,,0.978804,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813637,PNT SHM 400GX12 SILKY SMOOTH,A673,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,440.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467722,,2026-02-13 00:00:00,,0.797544,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813637,PNT SHM 400GX12 SILKY SMOOTH,A680,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,74.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467723,,2026-02-13 00:00:00,,0.1341324,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813637,PNT SHM 400GX12 SILKY SMOOTH,A715,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,28.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467724,,2026-02-13 00:00:00,,0.0507528,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813637,PNT SHM 400GX12 SILKY SMOOTH,A716,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,71.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467725,,2026-02-13 00:00:00,,0.1286946,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813637,PNT SHM 400GX12 SILKY SMOOTH,C810,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,90.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467726,,2026-02-13 00:00:00,,0.163134,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813637,PNT SHM 400GX12 SILKY SMOOTH,C816,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,155.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467727,,2026-02-13 00:00:00,,0.280953,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813635,PNT SHM 750GX12 SILKY SMOOTH,A668,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,144.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467728,,2026-02-13 00:00:00,,0.4893984,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813635,PNT SHM 750GX12 SILKY SMOOTH,A672,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,679.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467729,,2026-02-13 00:00:00,,2.3076494,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813635,PNT SHM 750GX12 SILKY SMOOTH,A673,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,985.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467730,,2026-02-13 00:00:00,,3.347621,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813635,PNT SHM 750GX12 SILKY SMOOTH,A680,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,137.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467731,,2026-02-13 00:00:00,,0.4656082,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813635,PNT SHM 750GX12 SILKY SMOOTH,A715,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,54.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467732,,2026-02-13 00:00:00,,0.1835244,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813635,PNT SHM 750GX12 SILKY SMOOTH,A716,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,115.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467733,,2026-02-13 00:00:00,,0.390839,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813635,PNT SHM 750GX12 SILKY SMOOTH,C810,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,384.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467734,,2026-02-13 00:00:00,,1.3050624,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813635,PNT SHM 750GX12 SILKY SMOOTH,C816,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,410.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467735,,2026-02-13 00:00:00,,1.393426,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813626,PNT SHM 750g X12 Silky AD (CLMZ II),A668,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,146.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467736,,2026-02-13 00:00:00,,0.4961956,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813626,PNT SHM 750g X12 Silky AD (CLMZ II),A672,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,390.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467737,,2026-02-13 00:00:00,,1.325454,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813626,PNT SHM 750g X12 Silky AD (CLMZ II),A673,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,726.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467738,,2026-02-13 00:00:00,,2.4673836,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813626,PNT SHM 750g X12 Silky AD (CLMZ II),A680,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,144.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467739,,2026-02-13 00:00:00,,0.4893984,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813626,PNT SHM 750g X12 Silky AD (CLMZ II),A715,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,58.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467740,,2026-02-13 00:00:00,,0.1971188,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813626,PNT SHM 750g X12 Silky AD (CLMZ II),A716,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,54.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467741,,2026-02-13 00:00:00,,0.1835244,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813626,PNT SHM 750g X12 Silky AD (CLMZ II),C810,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,284.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467742,,2026-02-13 00:00:00,,0.9652024,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813626,PNT SHM 750g X12 Silky AD (CLMZ II),C816,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,357.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467743,,2026-02-13 00:00:00,,1.2133002,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813617,PNT SHM 400g X12 Silky AD (CLMZ II),A668,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,54.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467744,,2026-02-13 00:00:00,,0.0978804,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813617,PNT SHM 400g X12 Silky AD (CLMZ II),A672,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,399.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467745,,2026-02-13 00:00:00,,0.7232274,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813617,PNT SHM 400g X12 Silky AD (CLMZ II),A673,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,346.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467746,,2026-02-13 00:00:00,,0.6271596,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813617,PNT SHM 400g X12 Silky AD (CLMZ II),A680,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,91.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467747,,2026-02-13 00:00:00,,0.1649466,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813617,PNT SHM 400g X12 Silky AD (CLMZ II),A715,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,37.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467748,,2026-02-13 00:00:00,,0.0670662,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813617,PNT SHM 400g X12 Silky AD (CLMZ II),A716,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,62.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467749,,2026-02-13 00:00:00,,0.1123812,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813617,PNT SHM 400g X12 Silky AD (CLMZ II),C810,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,59.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467750,,2026-02-13 00:00:00,,0.1069434,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813617,PNT SHM 400g X12 Silky AD (CLMZ II),C816,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,96.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467751,,2026-02-13 00:00:00,,0.1740096,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813618,PNT SHM 750g X12 Milky AD (CLMZ II),A668,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,83.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467752,,2026-02-13 00:00:00,,0.2820838,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813618,PNT SHM 750g X12 Milky AD (CLMZ II),A672,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,287.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467753,,2026-02-13 00:00:00,,0.9753982,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813618,PNT SHM 750g X12 Milky AD (CLMZ II),A673,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,634.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467754,,2026-02-13 00:00:00,,2.1547124,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813618,PNT SHM 750g X12 Milky AD (CLMZ II),A680,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,89.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467755,,2026-02-13 00:00:00,,0.3024754,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813618,PNT SHM 750g X12 Milky AD (CLMZ II),A715,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,32.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467756,,2026-02-13 00:00:00,,0.1087552,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813618,PNT SHM 750g X12 Milky AD (CLMZ II),A716,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,46.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467757,,2026-02-13 00:00:00,,0.1563356,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813618,PNT SHM 750g X12 Milky AD (CLMZ II),C810,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,170.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467758,,2026-02-13 00:00:00,,0.577762,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813618,PNT SHM 750g X12 Milky AD (CLMZ II),C816,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,185.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467759,,2026-02-13 00:00:00,,0.628741,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813629,PNT SHM 400g X12 Milky AD (CLMZ II),A668,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,44.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467760,,2026-02-13 00:00:00,,0.0797544,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813629,PNT SHM 400g X12 Milky AD (CLMZ II),A672,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,285.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467761,,2026-02-13 00:00:00,,0.516591,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813629,PNT SHM 400g X12 Milky AD (CLMZ II),A673,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,321.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467762,,2026-02-13 00:00:00,,0.5818446,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813629,PNT SHM 400g X12 Milky AD (CLMZ II),A680,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,67.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467763,,2026-02-13 00:00:00,,0.1214442,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813629,PNT SHM 400g X12 Milky AD (CLMZ II),A715,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,25.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467765,,2026-02-13 00:00:00,,0.045315,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813629,PNT SHM 400g X12 Milky AD (CLMZ II),A716,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,47.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467766,,2026-02-13 00:00:00,,0.0851922,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813629,PNT SHM 400g X12 Milky AD (CLMZ II),C810,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,47.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467767,,2026-02-13 00:00:00,,0.0851922,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813629,PNT SHM 400g X12 Milky AD (CLMZ II),C816,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,77.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467768,,2026-02-13 00:00:00,,0.1395702,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80812166,PNT SHM 750g X12 Moisture Nourishing II,A668,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,31.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467770,,2026-02-13 00:00:00,,0.1053566,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80812166,PNT SHM 750g X12 Moisture Nourishing II,A672,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,103.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467771,,2026-02-13 00:00:00,,0.3500558,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80812166,PNT SHM 750g X12 Moisture Nourishing II,A673,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,224.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467772,,2026-02-13 00:00:00,,0.7612864,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80812166,PNT SHM 750g X12 Moisture Nourishing II,A680,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,34.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467773,,2026-02-13 00:00:00,,0.1155524,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80812166,PNT SHM 750g X12 Moisture Nourishing II,A715,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,16.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467774,,2026-02-13 00:00:00,,0.0543776,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80812166,PNT SHM 750g X12 Moisture Nourishing II,A716,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,25.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467775,,2026-02-13 00:00:00,,0.084965,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80812166,PNT SHM 750g X12 Moisture Nourishing II,C810,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,62.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467776,,2026-02-13 00:00:00,,0.2107132,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80812166,PNT SHM 750g X12 Moisture Nourishing II,C816,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,76.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467777,,2026-02-13 00:00:00,,0.2582936,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813622,PNT SHM 500GX12 MILKY TREATMENT,A668,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,154.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467778,,2026-02-13 00:00:00,,0.3693844,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813622,PNT SHM 500GX12 MILKY TREATMENT,A672,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,300.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467780,,2026-02-13 00:00:00,,0.71958,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813622,PNT SHM 500GX12 MILKY TREATMENT,A673,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,446.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467781,,2026-02-13 00:00:00,,1.0697756,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813622,PNT SHM 500GX12 MILKY TREATMENT,A680,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,156.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467782,,2026-02-13 00:00:00,,0.3741816,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813622,PNT SHM 500GX12 MILKY TREATMENT,A715,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,47.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467783,,2026-02-13 00:00:00,,0.1127342,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813622,PNT SHM 500GX12 MILKY TREATMENT,A716,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,44.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467784,,2026-02-13 00:00:00,,0.1055384,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
80813622,PNT SHM 500GX12 MILKY TREATMENT,C816,Feb protection for maximize capacity,R Quotation ,2026-03-16 00:00:00,170.0,2026-02-13 00:00:00,zhang.h.26@pg.com,3537467786,,2026-02-13 00:00:00,,0.407762,FG,Yes,,,2026-03,2026-02-20 11:44:01.776666+00:00,2026-02-20T19:44:01.783744+08:00,2026-02-20,CSP,
